title,subtitle,price,image,tag,price_range
Nike Downshifter 13,Men's Road Running Shoes,100,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9554df3a-c8f5-4efc-b259-23610f48ed37/NIKE+DOWNSHIFTER+13.png",Sustainable Materials,expensive
LeBron TR 1,Men's Workout Shoes,190,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/afdf0354-ac1f-4b67-9ec5-32ac8dec91bb/LEBRON+TR+1.png",Bestseller,affordable
G.T. Hustle Academy,Basketball Shoes,140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b9ac70a3-3300-432f-9db1-8dcc03f66750/G.T.+HUSTLE+ACADEMY.png",Sustainable Materials,affordable
G.T. Hustle Academy,Basketball Shoes,140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/87f5da50-66a2-48f6-a2b8-f220dcf803f4/G.T.+HUSTLE+ACADEMY.png",Sustainable Materials,affordable
G.T. Hustle Academy,Basketball Shoes,140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3d3ac963-54a5-4d0e-beb5-8bb8517bdfb4/G.T.+HUSTLE+ACADEMY.png",Sustainable Materials,affordable
Nike Winflo 11,Men's Road Running Shoes,150,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3ce49129-c090-4cbd-bf68-239c6ec227f6/NIKE+AIR+WINFLO+11.png",Sustainable Materials,affordable
Nike Free Golf NN,Golf Shoes,190,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c84b296d-1532-494b-bb10-683bf242b95d/NIKE+FREE+GOLF+NN.png",Sustainable Materials,affordable
Nike Air Max Excee,Men's shoes,140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a77e2c37-8bd5-4030-83ec-6c005cba7b69/NIKE+AIR+MAX+EXCEE.png",,affordable
Nike Zoom Fly 6,Men's Road Racing Shoes,260,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0068dd99-20cf-4b56-be6a-15320590ee29/ZOOM+FLY+6.png",,expensive
Nike Air Max Dn8,Men's Shoes,260,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/beca3db9-a469-4bc1-bbf5-14a846e90db6/AIR+MAX+DN8.png",Sustainable Materials,expensive
Nike G.T. Hustle 3,Basketball Shoes,260,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/36e60e8d-5751-47f8-9535-f2ce32551237/G.T.+HUSTLE+3.png",Sustainable Materials,expensive
Nike Air Max TL 2.5,Men's Shoes,250,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9089d9c1-3b14-43e4-9e02-24612d113ea3/AIR+MAX+TL+2.5.png",,expensive
Nike Air Max Excee,Men's Shoes,140,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0ec25e0d-1ced-4851-8cd6-de24e0a86b42/NIKE+AIR+MAX+EXCEE.png",,affordable
Nike P-6000 SE,Men's Shoes,180,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e25688cf-61f9-49b6-b516-94466994b1ec/NIKE+P-6000+SE.png",,affordable
Nike Free 2025,Men's Workout Shoes,150,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4bd13af1-d674-49da-bd17-80a3166643c8/NIKE+FREE+2025.png",,affordable
Nike Free 2025,Men's Workout Shoes,150,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/aad0dd2b-dba4-4175-bbc4-98f7092c259c/NIKE+FREE+2025.png",,affordable
Nike Zoom Vomero 5,Men's Shoes,220,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/7a76baa6-a6f6-49c3-9920-2a0333d43f8b/NIKE+ZOOM+VOMERO+5.png",,expensive
Nike Field General,Men's Shoes,160,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/306d51f5-da57-467d-9ea5-5189dfc3633a/NIKE+FIELD+GENERAL.png",,affordable
Nike Field General,Men's Shoes,160,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/11b78bb5-055f-435d-8ab1-0f274efb12b5/NIKE+FIELD+GENERAL.png",,affordable
Nike Field General,Men's Shoes,160,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b0e45838-abd7-4bd4-8f95-c96af25d4bd2/NIKE+FIELD+GENERAL.png",,affordable
Nike Vaporfly 4,Men's Road Racing Shoes,360,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b7cb3388-7b39-4749-8858-1dc9dfd9bdb1/ZOOMX+VAPORFLY+NEXT%25+4.png",,expensive
Nike Vaporfly 4,Men's Road Racing Shoes,360,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/aa5e57af-f852-49ea-ada9-dc0ae07eae0d/ZOOMX+VAPORFLY+NEXT%25+4.png",,expensive
Nike Streakfly 2,Road Racing Shoes,250,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9a324224-9439-4813-bfc0-7e8d88e2f8c4/ZOOMX+STREAKFLY+2.png",,expensive
LeBron Witness VIII,Basketball Shoes,150,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/eb0e28bb-2eaf-455d-b1f2-0e8f74a51fec/LEBRON+WITNESS+VIII.png",,affordable
Nike ReactX Rejuven8,Men's Slides,90,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/43a25253-02a8-41a7-a0a7-10e30574ba46/NIKE+REACTX+REJUVEN8+SLIDE.png",,cheap
Nike ReactX Rejuven8,Men's Slides,90,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/62253af7-1cba-42bc-b853-376d44d326c3/NIKE+REACTX+REJUVEN8+SLIDE.png",,cheap
Nike ReactX Rejuven8,Men's Slides,90,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/89c7ce9a-9b35-47d1-827c-6a2679916c1b/NIKE+REACTX+REJUVEN8+SLIDE.png",Bestseller,cheap
Nike Dunk Low Retro SE,Men's Shoes,180,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9343aa37-bd26-42dd-940f-fc12e579e2c3/NIKE+DUNK+LOW+RETRO+SE.png",,affordable
Nike Air Max 95 OG,Men's Shoes,250,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f07f1181-6a0c-4b23-97ef-622a4ddc80f9/NIKE+AIR+MAX+95+OG.png",,expensive
Nike Air Max 95 OG,Men's Shoes,250,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/03bfc24a-02bb-4756-90d4-b0e1784e8885/NIKE+AIR+MAX+95+OG.png",,expensive
Nike Air Max 95 OG,Men's Shoes,250,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f3fadb77-dc46-46b7-b770-4f5e2c83520f/NIKE+AIR+MAX+95+OG.png",,expensive
Nike Air Max Excee,Men's Shoes,150,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6efa2f4a-6389-4f24-b51d-25e8e79ba22b/NIKE+AIR+MAX+EXCEE.png",,affordable
